Reporter	Year	HS code level	Base nomenclature	Product	Number of subheadings	Number of lines	Number of AVDuties	AVDuty average	AVDuty minimum	AVDuty maximum	Percent duty free	Number of non AVDuties	List of non AVDuties	Exchange rate	Import value	List of unit values	Description
"Dominican Republic"	2013	6	"HS12"	240220	1	4	4	20	20	20	0	0	""	41.808	""	""	"Cigarettes, containing tobacco"
"Dominican Republic"	2012	6	"HS12"	240220	1	2	2	20	20	20	0	0	""	39.336	8994.4178274	""	"Cigarettes, containing tobacco"
"Dominican Republic"	2011	6	"HS07"	240220	1	2	2	20	20	20	0	0	""	38.232	3298.02987	""	"Cigarettes, containing tobacco"
"Dominican Republic"	2010	6	"HS07"	240220	1	2	2	20	20	20	0	0	""	36.875	2438.057	""	"Cigarettes, containing tobacco"
"Ecuador"	2012	6	"HS07"	240220	1	2	2	30	30	30	0	0	""	""	""	""	"Cigarettes, containing tobacco"
"Ecuador"	2011	6	"HS07"	240220	1	2	2	30	30	30	0	0	""	""	""	""	"Cigarettes, containing tobacco"
"Ecuador"	2010	6	"HS07"	240220	1	2	2	30	30	30	0	0	""	""	57.346	"[$ 5087.0 per Tonne (1000 kg)]"	"Cigarettes, containing tobacco"
"Ecuador"	2009	6	"HS07"	240220	1	2	2	30	30	30	0	0	""	""	237.135	""	"Cigarettes, containing tobacco"
"Ecuador"	2008	6	"HS07"	240220	1	2	2	30	30	30	0	0	""	""	477.47	""	"Cigarettes, containing tobacco"
"Egypt"	2012	6	"HS07"	240220	1	1	0	""	""	""	0	1	"[100.000 pounds per net kilogram]"	6.056	""	""	"Cigarettes, containing tobacco"
"Egypt"	2011	6	"HS07"	240220	1	1	0	""	""	""	0	1	"[100.000 pounds per net kilogram]"	5.933	85265.5215470487	"[$ 10.8 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Egypt"	2010	6	"HS07"	240220	1	1	0	""	""	""	0	1	"[100.000 pounds per net kilogram]"	5.622	39961.7311601885	"[$ 9.8 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Egypt"	2009	6	"HS07"	240220	1	1	0	""	""	""	0	1	"[100.000 pounds per net kilogram]"	5.545	30670.9237925699	"[$ 9.4 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Egypt"	2008	6	"HS07"	240220	1	1	0	""	""	""	0	1	"[100 pound /Net Kg]"	5.4325	38428.4176923799	"[$ 9.6 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"El Salvador"	2013	6	"HS12"	240220	1	1	1	30	30	30	0	0	""	8.75	""	""	"Cigarettes, containing tobacco"
"El Salvador"	2012	6	"HS12"	240220	1	1	1	30	30	30	0	0	""	8.75	11929.46998	"[$ 11.3 per Kilogram]"	"Cigarettes, containing tobacco"
"El Salvador"	2011	6	"HS07"	240220	1	1	1	30	30	30	0	0	""	8.75	""	""	"Cigarettes, containing tobacco"
"El Salvador"	2010	6	"HS07"	240220	1	1	1	30	30	30	0	0	""	8.75	11191.71455	"[$ 9.9 per Kilogram]"	"Cigarettes, containing tobacco"
"El Salvador"	2009	6	"HS07"	240220	1	1	1	30	30	30	0	0	""	8.75	13925.36244	"[$ 9.2 per Kilogram]"	"Cigarettes, containing tobacco"
"Estonia"	2003	6	"HS02"	240220	1	2	2	0	0	0	100	0	""	13.8564	27640.8099	"[$ 11.9 per Thousand]"	"Cigarettes, containing tobacco"
"Estonia"	2002	6	"HS02"	240220	1	2	2	0	0	0	100	0	""	16.6118	22899.9689	"[$ 10.0 per Thousand]"	"Cigarettes, containing tobacco"
"Estonia"	2001	6	"HS96"	240220	1	2	2	0	0	0	100	0	""	17.4781	18898.7156	"[$ 9.7 per Thousand]"	"Cigarettes, containing tobacco"
"Estonia"	2000	6	"HS96"	240220	1	2	2	0	0	0	100	0	""	16.9686	19942.042	"[$ 10.3 per Thousand]"	"Cigarettes, containing tobacco"
"Estonia"	1999	6	"HS96"	240220	1	2	2	0	0	0	100	0	""	14.6776	25057.697	"[$ 11.1 per Thousand]"	"Cigarettes, containing tobacco"
"Fiji"	2014	6	"HS12"	240220	1	1	0	""	""	""	0	1	"[$186.05 per kg or 1000 cigarettes, whichever is the greater]"	""	""	""	"Cigarettes, containing tobacco"
"Fiji"	2013	6	"HS12"	240220	1	1	0	""	""	""	0	1	"[$169.14 per kg or 1000 ciga- rettes, which- ever is the greater]"	1.841	704.5208606	"[$ 9.1 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Fiji"	2012	6	"HS12"	240220	1	1	0	""	""	""	0	1	"[$153.76 per kg or 1000 cigarettes, whichever is the greater]"	1.79	1301.1601095	""	"Cigarettes, containing tobacco"
"Fiji"	2011	6	"HS07"	240220	1	1	0	""	""	""	0	1	"[$149.28 per kg or 1000 cigarettes, whichever is the greater]"	1.793	2195.3600194	""	"Cigarettes, containing tobacco"
"Fiji"	2010	6	"HS07"	240220	1	1	0	""	""	""	0	1	"[$144.93 per kg or 1000 cigarettes, whichever is the greater]"	1.918	1356.6205717	""	"Cigarettes, containing tobacco"
"Gabon"	2013	6	"HS07"	240220	1	1	1	30	30	30	0	0	""	494.04	""	""	"Cigarettes, containing tobacco"
"Gabon"	2012	6	"HS07"	240220	1	1	1	30	30	30	0	0	""	510.527	13220.5219763108	"[$ 26.7 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Gabon"	2011	6	"HS07"	240220	1	1	1	30	30	30	0	0	""	471.866	13359.5897182675	"[$ 27.5 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Gabon"	2010	6	"HS07"	240220	1	1	1	30	30	30	0	0	""	495.277	11342.1724085714	"[$ 26.0 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Gabon"	2009	6	"HS07"	240220	1	1	1	30	30	30	0	0	""	472.186	""	""	"Cigarettes, containing tobacco"
"Georgia"	2014	6	"HS12"	240220	1	19	19	12	12	12	0	0	""	""	""	""	"Cigarettes, containing tobacco"
"Georgia"	2013	6	"HS12"	240220	1	19	19	12	12	12	0	0	""	1.663	95144.5	"[$ 12460.6 per Tonne (1000 kg)]"	"Cigarettes, containing tobacco"
"Georgia"	2012	6	"HS12"	240220	1	19	19	12	12	12	0	0	""	1.651	90209.2	"[$ 13623.1 per Tonne (1000 kg)]"	"Cigarettes, containing tobacco"
"Georgia"	2011	6	"HS02"	240220	1	15	15	12	12	12	0	0	""	1.686	86416.5472975633	"[$ 14470.1 per Tonne (1000 kg)]"	"Cigarettes, containing tobacco"
"Georgia"	2010	6	"HS02"	240220	1	15	15	12	12	12	0	0	""	1.782	78739.8394402551	"[$ 14716.7 per Tonne (1000 kg)]"	"Cigarettes, containing tobacco"
"Ghana"	2013	6	"HS12"	240220	1	1	1	20	20	20	0	0	""	1.954	3246.1022925	"[$ 5.1 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Ghana"	2012	6	"HS07"	240220	1	4	4	20	20	20	0	0	""	1.796	2820.107053	"[$ 4.7 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Ghana"	2010	6	"HS07"	240220	1	4	4	20	20	20	0	0	""	1.431	7385.2737586	"[$ 4.6 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Ghana"	2009	6	"HS07"	240220	1	4	4	20	20	20	0	0	""	1.409	23729.4550891	"[$ 4.8 per Kilogram]"	"Cigarettes, containing tobacco"
"Ghana"	2008	6	"HS07"	240220	1	4	4	20	20	20	0	0	""	1.05786	8827.1820713	"[$ 5.8 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Grenada"	2014	6	"HS07"	240220	1	1	1	35	35	35	0	0	""	""	""	""	"Cigarettes, containing tobacco"
"Grenada"	2013	6	"HS07"	240220	1	1	1	35	35	35	0	0	""	2.7	""	""	"Cigarettes, containing tobacco"
"Grenada"	2012	6	"HS07"	240220	1	1	1	35	35	35	0	0	""	2.7	""	""	"Cigarettes, containing tobacco"
"Grenada"	2011	6	"HS02"	240220	1	1	1	35	35	35	0	0	""	2.7	""	""	"Cigarettes, containing tobacco"
"Grenada"	2010	6	"HS02"	240220	1	1	1	35	35	35	0	0	""	2.7	""	""	"Cigarettes, containing tobacco"
"Guatemala"	2012	6	"HS12"	240220	1	2	2	20	20	20	0	0	""	7.834	13822.197	"[$ 14.2 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Guatemala"	2011	6	"HS07"	240220	1	2	2	20	20	20	0	0	""	7.785	11934.878	"[$ 13.3 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Guatemala"	2010	6	"HS07"	240220	1	2	2	20	20	20	0	0	""	8.058	10452.126	"[$ 12.9 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Guatemala"	2009	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	8.162	8961.257	"[$ 11.0 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Guatemala"	2008	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	7.56003	8773.478	"[$ 10.3 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Guinea"	2012	6	"HS02"	240220	1	1	1	20	20	20	0	0	""	""	""	""	"Cigarettes, containing tobacco"
"Guinea"	2009	6	"HS02"	240220	1	1	1	20	20	20	0	0	""	""	33902.2709151687	"[$ 3.7 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Guinea"	2005	6	"HS02"	240220	1	1	1	20	20	20	0	0	""	3644.33	44130.8166791977	"[$ 4.8 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Guinea"	2004	6	"HS92"	240220	1	1	1	7	7	7	0	0	""	2225.03	""	""	""
"Guinea"	1998	6	"HS92"	240220	1	1	1	7	7	7	0	0	""	1236.83	""	""	""
"Guinea-Bissau"	2014	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	""	""	""	"Cigarettes, containing tobacco"
"Guinea-Bissau"	2013	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	494.04	""	""	"Cigarettes, containing tobacco"
"Guinea-Bissau"	2012	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	510.527	""	""	"Cigarettes, containing tobacco"
"Guinea-Bissau"	2011	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	471.866	""	""	"Cigarettes, containing tobacco"
"Guinea-Bissau"	2010	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	495.277	""	""	"Cigarettes, containing tobacco"
"Guyana"	2013	6	"HS07"	240220	1	1	1	100	100	100	0	0	""	205.394	6376.20261140854	"[$ 9.6 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Guyana"	2012	6	"HS07"	240220	1	1	1	100	100	100	0	0	""	204.358	6451.33005738066	"[$ 8.4 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Guyana"	2011	6	"HS02"	240220	1	1	1	100	100	100	0	0	""	204.018	5122.45082689669	"[$ 8.0 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Guyana"	2010	6	"HS02"	240220	1	1	1	100	100	100	0	0	""	203.636	5045.67341202771	"[$ 8.4 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Guyana"	2009	6	"HS07"	240220	1	1	1	100	100	100	0	0	""	203.95	5325.71482119206	"[$ 8.2 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Haiti"	2013	6	"HS07"	240220	1	1	1	40	40	40	0	0	""	43.463	""	""	"Cigarettes, containing tobacco"
"Haiti"	2012	6	"HS07"	240220	1	1	1	40	40	40	0	0	""	41.95	942.973425983313	"[$ 11.7 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Haiti"	2011	6	"HS07"	240220	1	1	1	40	40	40	0	0	""	40.523	120.750077037037	"[$ 14.5 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Haiti"	2010	6	"HS07"	240220	1	1	1	40	40	40	0	0	""	39.797	681.651445837626	"[$ 19.2 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Haiti"	2009	6	"HS07"	240220	1	1	1	40	40	40	0	0	""	41.198	429.261993300646	"[$ 17.6 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Honduras"	2013	6	"HS12"	240220	1	1	1	55	55	55	0	0	""	""	""	""	"Cigarettes, containing tobacco"
"Honduras"	2012	6	"HS12"	240220	1	1	1	55	55	55	0	0	""	19.502	""	""	"Cigarettes, containing tobacco"
"Honduras"	2011	6	"HS07"	240220	1	1	1	55	55	55	0	0	""	18.917	""	""	"Cigarettes, containing tobacco"
"Honduras"	2010	6	"HS07"	240220	1	1	1	55	55	55	0	0	""	18.895	401.16791	"[$ 0.088 per Kilogram]"	"Cigarettes, containing tobacco"
"Honduras"	2009	6	"HS07"	240220	1	1	1	55	55	55	0	0	""	18.895	9205.36405	"[$ 10.5 per Kilogram]"	"Cigarettes, containing tobacco"
"Hong Kong, China"	2014	6	"HS12"	240220	1	1	1	0	0	0	100	0	""	""	""	""	"Cigarettes, containing tobacco"
"Hong Kong, China"	2013	6	"HS12"	240220	1	1	1	0	0	0	100	0	""	7.756	652843.657684373	"[$ 32.5 per Thousand]"	"Cigarettes, containing tobacco"
"Hong Kong, China"	2012	6	"HS12"	240220	1	1	1	0	0	0	100	0	""	7.756	614176.907168644	"[$ 32.2 per Thousand]"	"Cigarettes, containing tobacco"
"Hong Kong, China"	2011	6	"HS07"	240220	1	1	1	0	0	0	100	0	""	7.784	532991.967368962	"[$ 28.4 per Thousand]"	"Cigarettes, containing tobacco"
"Hong Kong, China"	2010	6	"HS07"	240220	1	1	1	0	0	0	100	0	""	7.769	481151.310371636	"[$ 26.9 per Thousand]"	"Cigarettes, containing tobacco"
"Hungary"	2002	6	"HS02"	240220	1	2	2	57.6	57.6	57.6	0	0	""	257.887	""	""	"Cigarettes, containing tobacco"
"Hungary"	2001	6	"HS96"	240220	1	2	2	57.6	57.6	57.6	0	0	""	286.49	4068.99917972704	"[$ 11087.2 per Tonne (1000 kg)]"	"Cigarettes, containing tobacco"
"Hungary"	2000	6	"HS96"	240220	1	2	2	57.6	57.6	57.6	0	0	""	282.179	4814.83161751938	"[$ 13374.5 per Tonne (1000 kg)]"	"Cigarettes, containing tobacco"
"Hungary"	1999	6	"HS96"	240220	1	2	2	63	63	63	0	0	""	237.146	3669.90559823906	"[$ 13345.1 per Tonne (1000 kg)]"	"Cigarettes, containing tobacco"
"Hungary"	1998	6	"HS96"	240220	1	2	2	68.4	68.4	68.4	0	0	""	214.402	3543.14635591086	"[$ 11248.1 per Tonne (1000 kg)]"	"Cigarettes, containing tobacco"
"India"	2014	6	"HS12"	240220	1	7	6	30	30	30	0	1	"[]"	""	""	""	"Cigarettes, containing tobacco"
"India"	2013	6	"HS12"	240220	1	7	6	30	30	30	0	1	"[]"	58.598	17566.069	"[$ 29.6 per Thousand]"	"Cigarettes, containing tobacco"
"India"	2012	6	"HS12"	240220	1	7	6	30	30	30	0	1	"[]"	53.437	21573.585	"[$ 26.7 per Thousand]"	"Cigarettes, containing tobacco"
"India"	2011	6	"HS12"	240220	1	7	6	30	30	30	0	1	"[]"	46.67	17943.889	"[$ 25.2 per Thousand]"	"Cigarettes, containing tobacco"
"India"	2010	6	"HS07"	240220	1	6	6	30	30	30	0	0	""	45.726	12178.5176658	"[$ 25.2 per Thousand]"	"Cigarettes, containing tobacco"
"Indonesia"	2014	6	"HS12"	240220	1	3	3	40	40	40	0	0	""	""	""	""	"Cigarettes, containing tobacco"
"Indonesia"	2013	6	"HS12"	240220	1	3	3	40	40	40	0	0	""	10461.24	17698.025	"[$ 12.6 per Kilogram]"	"Cigarettes, containing tobacco"
"Indonesia"	2012	6	"HS07"	240220	1	3	3	40	40	40	0	0	""	9386.629	10847.141	"[$ 17.1 per Kilogram]"	"Cigarettes, containing tobacco"
"Indonesia"	2011	6	"HS07"	240220	1	3	3	40	40	40	0	0	""	8770.433	5091.068	"[$ 14.1 per Kilogram]"	"Cigarettes, containing tobacco"
"Indonesia"	2010	6	"HS07"	240220	1	3	3	15	15	15	0	0	""	9090.433	4880.791	"[$ 19.2 per Kilogram]"	"Cigarettes, containing tobacco"
"Jamaica"	2013	6	"HS07"	240220	1	1	1	30	30	30	0	0	""	100.241	7072.645505	"[$ 11.1 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Jamaica"	2012	6	"HS07"	240220	1	1	1	30	30	30	0	0	""	88.751	7915.6542892	"[$ 9.5 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Jamaica"	2011	6	"HS07"	240220	1	1	1	30	30	30	0	0	""	85.892	6730.3779377	"[$ 10.2 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Jamaica"	2010	6	"HS07"	240220	1	1	1	30	30	30	0	0	""	87.196	7431.0322095	"[$ 10.0 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Jamaica"	2007	6	"HS07"	240220	1	1	1	30	30	30	0	0	""	68.9503	""	""	"Cigarettes, containing tobacco"
"Jordan"	2013	6	"HS12"	240220	1	1	1	150	150	150	0	0	""	0.71	3.8901417	"[$ 15.4 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Jordan"	2012	6	"HS12"	240220	1	1	1	150	150	150	0	0	""	0.71	""	""	"Cigarettes, containing tobacco"
"Jordan"	2011	6	"HS07"	240220	1	1	1	150	150	150	0	0	""	0.71	""	""	"Cigarettes, containing tobacco"
"Jordan"	2010	6	"HS07"	240220	1	1	1	150	150	150	0	0	""	0.71	69.7436766	"[$ 23.0 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Jordan"	2009	6	"HS07"	240220	1	1	1	150	150	150	0	0	""	0.71	""	""	"Cigarettes, containing tobacco"
"Kenya"	2014	6	"HS12"	240220	1	2	2	35	35	35	0	0	""	""	""	""	"Cigarettes, containing tobacco"
"Kenya"	2013	6	"HS12"	240220	1	2	2	35	35	35	0	0	""	86.123	""	""	"Cigarettes, containing tobacco"
"Kenya"	2012	6	"HS12"	240220	1	2	2	35	35	35	0	0	""	84.53	""	""	"Cigarettes, containing tobacco"
"Kenya"	2011	6	"HS07"	240220	1	2	2	35	35	35	0	0	""	88.811	""	""	"Cigarettes, containing tobacco"
"Kenya"	2010	6	"HS07"	240220	1	2	2	35	35	35	0	0	""	79.233	85.9064026352656	"[$ 14.1 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Korea, Republic of"	2014	6	"HS12"	240220	1	2	2	40	40	40	0	0	""	""	""	""	"Cigarettes, containing tobacco"
"Korea, Republic of"	2013	6	"HS12"	240220	1	2	2	40	40	40	0	0	""	1094.853	""	""	"Cigarettes, containing tobacco"
"Korea, Republic of"	2012	6	"HS12"	240220	1	2	2	40	40	40	0	0	""	1126.471	25834.977	"[$ 20.6 per Kilogram]"	"Cigarettes, containing tobacco"
"Korea, Republic of"	2011	6	"HS07"	240220	1	2	2	40	40	40	0	0	""	1108.292	38597.906	"[$ 19.9 per Kilogram]"	"Cigarettes, containing tobacco"
"Korea, Republic of"	2010	6	"HS07"	240220	1	2	2	40	40	40	0	0	""	1156.061	32087.029	"[$ 19.6 per Kilogram]"	"Cigarettes, containing tobacco"
"Kuwait, the State of"	2013	6	"HS12"	240220	1	1	0	""	""	""	0	1	"[100% ad-valorem with minimum charge of: KD 8 per 1000 cigarettes]"	0.284	""	""	"Cigarettes, containing tobacco"
"Kuwait, the State of"	2012	6	"HS12"	240220	1	1	0	""	""	""	0	1	"[100% ad-valorem with minimum charge of: KD 8 per 1000 cigarettes]"	0.28	141526.182	"[$ 30.6 per Kilogram]"	"Cigarettes, containing tobacco"
"Kuwait, the State of"	2011	6	"HS07"	240220	1	1	0	""	""	""	0	1	"[100% ad-valorem with minimum charge of BD.10 for 1000 cigar]"	0.276	137962.281	"[$ 27.4 per Kilogram]"	"Cigarettes, containing tobacco"
"Kuwait, the State of"	2010	6	"HS07"	240220	1	1	0	""	""	""	0	1	"[100% ad-valorem with minimum charge of BD.10 for 1000 cigar]"	0.287	""	""	"Cigarettes, containing tobacco"
"Kuwait, the State of"	2009	6	"HS07"	240220	1	1	0	""	""	""	0	1	"[100% ad-valorem with minimum charge of BD.10 for 1000 cigar]"	0.288	116969.579861111	"[$ 24.1 per Kilogram]"	"Cigarettes, containing tobacco"
"Kyrgyz Republic"	2012	6	"HS07"	240220	1	2	2	10	10	10	0	0	""	47.004	51846.148	"[$ 10.7 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Kyrgyz Republic"	2011	6	"HS96"	240220	1	1	1	10	10	10	0	0	""	46.144	38680.764	"[$ 8.8 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Kyrgyz Republic"	2010	6	"HS07"	240220	1	2	2	10	10	10	0	0	""	45.964	25483.412	"[$ 8.8 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Kyrgyz Republic"	2009	6	"HS07"	240220	1	2	2	10	10	10	0	0	""	42.904	26082.391	"[$ 10.6 per Thousand]"	"Cigarettes, containing tobacco"
"Kyrgyz Republic"	2008	6	"HS07"	240220	1	2	2	10	10	10	0	0	""	36.5746	30811.015	"[$ 9.7 per Thousand]"	"Cigarettes, containing tobacco"
"Lao People's Democratic Republic"	2008	6	"HS02"	240220	1	2	2	40	40	40	0	0	""	8744.06	""	""	"Cigarettes, containing tobacco"
"Latvia"	2002	6	"HS02"	240220	1	2	2	10	10	10	0	0	""	0.618192	26118.42	"[$ 8.4 per Kilogram]"	"Cigarettes, containing tobacco"
"Latvia"	2001	6	"HS96"	240220	1	2	2	10	10	10	0	0	""	0.627917	28946.696	"[$ 8.7 per Kilogram]"	"Cigarettes, containing tobacco"
"Latvia"	2000	6	"HS96"	240220	1	2	2	10	10	10	0	0	""	0.6065	24153.635	"[$ 8.4 per Kilogram]"	"Cigarettes, containing tobacco"
"Latvia"	1999	6	"HS96"	240220	1	4	4	5.5	1	10	0	0	""	0.585167	32407.248	"[$ 9.1 per Kilogram]"	"Cigarettes, containing tobacco"
"Latvia"	1998	6	"HS96"	240220	1	4	4	13	1	25	0	0	""	0.589833	27052.632	"[$ 10.8 per Kilogram]"	"Cigarettes, containing tobacco"
"Lesotho"	2014	6	"HS12"	240220	1	2	2	45	45	45	0	0	""	""	""	""	"Cigarettes, containing tobacco"
"Lesotho"	2013	6	"HS12"	240220	1	2	2	45	45	45	0	0	""	9.655	""	""	"Cigarettes, containing tobacco"
"Lesotho"	2012	6	"HS12"	240220	1	2	2	45	45	45	0	0	""	8.21	""	""	"Cigarettes, containing tobacco"
"Lesotho"	2011	6	"HS07"	240220	1	2	2	45	45	45	0	0	""	7.261	""	""	"Cigarettes, containing tobacco"
"Lesotho"	2010	6	"HS07"	240220	1	2	2	45	45	45	0	0	""	7.321	""	""	"Cigarettes, containing tobacco"
"Liberia, Republic of"	2013	6	"HS12"	240220	1	1	1	5	5	5	0	0	""	77.52	""	""	"Cigarettes, containing tobacco"
"Liberia, Republic of"	2012	6	"HS12"	240220	1	1	1	5	5	5	0	0	""	73.515	""	""	"Cigarettes, containing tobacco"
"Liberia, Republic of"	2011	6	"HS96"	240220	1	1	1	5	5	5	0	0	""	72.227	""	""	"Cigarettes, containing tobacco"
"Liberia, Republic of"	2010	6	"HS96"	240220	1	1	1	5	5	5	0	0	""	71.32	""	""	"Cigarettes, containing tobacco"
"Lithuania"	2002	6	"HS02"	240220	1	2	0	""	""	""	0	2	"[30%, but not less than 16 Lt/1000 cigarettes] [30%, but not less than 16 Lt/1000 cigarettes]"	3.67696	10444.188	"[$ 9.6 per Kilogram]"	"Cigarettes, containing tobacco"
"Lithuania"	2001	6	"HS96"	240220	1	2	0	""	""	""	0	2	"[30%, but not less than 16 Lt/1000 units] [30%, but not less than 16 Lt/1000 units]"	4	9619.519	"[$ 9.5 per Kilogram]"	"Cigarettes, containing tobacco"
"Macao, China"	2014	6	"HS12"	240220	1	1	1	0	0	0	100	0	""	""	""	""	"Cigarettes, containing tobacco"
"Macao, China"	2013	6	"HS12"	240220	1	1	1	0	0	0	100	0	""	7.989	64314.4827456723	"[$ 56.8 per Kilogram]"	"Cigarettes, containing tobacco"
"Macao, China"	2012	6	"HS12"	240220	1	1	1	0	0	0	100	0	""	7.99	48710.5376788195	"[$ 50.5 per Kilogram]"	"Cigarettes, containing tobacco"
"Macao, China"	2011	6	"HS07"	240220	1	1	1	0	0	0	100	0	""	8.018	76231.7103983239	"[$ 40.9 per Kilogram]"	"Cigarettes, containing tobacco"
"Macao, China"	2010	6	"HS07"	240220	1	1	1	0	0	0	100	0	""	8.002	48641.4071130439	""	"Cigarettes, containing tobacco"
"Madagascar"	2014	6	"HS12"	240220	1	1	1	20	20	20	0	0	""	""	""	""	"Cigarettes, containing tobacco"
"Madagascar"	2012	6	"HS12"	240220	1	1	1	20	20	20	0	0	""	2194.967	1429.3876639	"[$ 44.7 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Madagascar"	2011	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	2025.118	1670.6396062	"[$ 44.3 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Madagascar"	2010	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	2089.95	1081.5405374	"[$ 42.7 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Madagascar"	2009	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	1956.21	481.1454569	"[$ 28.3 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Malawi"	2012	6	"HS07"	240220	1	1	1	25	25	25	0	0	""	249.106	""	""	"Cigarettes, containing tobacco"
"Malawi"	2011	6	"HS07"	240220	1	1	1	25	25	25	0	0	""	156.515	5225.7519207	"[$ 7.6 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Malawi"	2010	6	"HS07"	240220	1	2	2	25	25	25	0	0	""	150.487	6174.0434504	"[$ 6.6 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Malawi"	2009	6	"HS07"	240220	1	2	2	25	25	25	0	0	""	141.167	4863.8534508	"[$ 6.4 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Malawi"	2003	6	"HS02"	240220	1	2	2	25	25	25	0	0	""	97.4325	1887.9187159	"[$ 6.4 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Malaysia"	2013	6	"HS12"	240220	1	3	0	""	""	""	0	3	"[RM0.20 per stk] [RM0.20 per stk] [5% and RM14.50 per kg]"	3.151	""	""	"Cigarettes, containing tobacco"
"Malaysia"	2012	6	"HS07"	240220	1	2	0	""	""	""	0	2	"[RM0.20 per stk] [5% and RM14.50]"	3.089	""	""	"Cigarettes, containing tobacco"
"Malaysia"	2011	6	"HS07"	240220	1	2	0	""	""	""	0	2	"[RM0.20 per stk] [5% and RM14.50]"	3.06	""	""	"Cigarettes, containing tobacco"
"Malaysia"	2010	6	"HS07"	240220	1	2	0	""	""	""	0	2	"[RM 0.20 per stk] [5% + RM 14.50/kg]"	3.221	""	""	"Cigarettes, containing tobacco"
"Malaysia"	2009	6	"HS07"	240220	1	2	0	""	""	""	0	2	"[RM0.2/stk] [5% + RM14.5/kg]"	3.525	""	""	"Cigarettes, containing tobacco"
"Maldives"	2011	6	"HS07"	240220	1	1	0	""	""	""	0	1	"[30 laari per stick]"	14.602	12076.7097657	"[$ 0.027 per Number of articles/items]"	"Cigarettes, containing tobacco"
"Maldives"	2010	6	"HS07"	240220	1	1	0	""	""	""	0	1	"[30 laari per stick]"	12.8	9339.3630977	"[$ 0.027 per Number of articles/items]"	"Cigarettes, containing tobacco"
"Maldives"	2009	6	"HS07"	240220	1	1	0	""	""	""	0	1	"[30 laari per stick]"	12.8	8611.453647	"[$ 0.025 per Number of articles/items]"	"Cigarettes, containing tobacco"
"Maldives"	2008	6	"HS07"	240220	1	1	0	""	""	""	0	1	"[0.30 Rufiyaa per stick]"	12.8	8329.8608468	"[$ 0.025 per Number of articles/items]"	"Cigarettes, containing tobacco"
